,Trial,Instruction,Food,Choice,RT,Liking,Taste,Health,preLiking,subjIdx
510,511,Respond Naturally,BrusselsSprouts_4_1Box.jpg,-2.0,0.8372033549658227,1,1,5,4.0,122
511,512,Respond Naturally,Bananas_3_1.jpg,-2.0,0.6855961068758916,1,1,6,3.0,122
512,513,Respond Naturally,OatmealSquares_3_2tbsp.jpg,1.0,0.9245514704562084,2,4,5,4.0,122
513,514,Respond Naturally,Shreddies_2_1T.jpg,1.0,0.7107004755789603,4,4,5,5.0,122
514,515,Respond Naturally,OikosYogurt_3_2spoonfuls.jpg,-2.0,1.076312673609209,1,2,4,5.0,122
515,516,Respond Naturally,Twizzlers_4_8.jpg,-2.0,0.619234347260317,1,1,1,1.0,122
516,517,Respond Naturally,Beets_2_5pc.jpg,1.0,1.075185665529716,5,5,6,4.0,122
517,518,Respond Naturally,IceCreamChocolate_1_1tsp.jpg,1.0,1.0168301393832735,5,6,1,4.0,122
518,519,Respond Naturally,GreenBeans_4_.5pck.jpg,-2.0,0.9022197183930984,2,1,5,4.0,122
519,520,Respond Naturally,Smartfood_4_100Chips.jpg,2.0,0.8440292662871798,6,6,1,6.0,122
520,521,Respond Naturally,OatmealSquares_7_2Cups.jpg,-1.0,1.518763273278637,2,4,5,4.0,122
521,522,Respond Naturally,Avocado_5_1avacado.jpg,-1.0,2.654791124319672,4,4,6,4.0,122
522,523,Respond Naturally,Tempeh_4_.5pack.jpg,1.0,1.1461794768210891,4,4,6,4.0,122
523,524,Respond Naturally,GoldfishBits_3_0.25Cups.jpg,-1.0,1.2173001584878875,2,1,1,3.0,122
524,525,Respond Naturally,Tempeh_2_1Tbsp.jpg,1.0,0.8691962113880436,4,4,5,4.0,122
525,526,Decrease Desire,GreenApple_2_1slice.jpg,-2.0,0.34253376391279744,4,4,5,4.0,122
526,527,Decrease Desire,SunChips_2_3Chips.jpg,-2.0,0.23154869954942114,2,4,1,4.0,122
527,528,Decrease Desire,VanillaGreekYogurt_4_1cup.jpg,-2.0,0.25719818321613275,1,1,1,6.0,122
528,529,Decrease Desire,Nutella_1_0.5spoon.jpg,-2.0,0.3545040551471175,4,6,1,4.0,122
529,530,Decrease Desire,RedPepper_5_1pepper.jpg,-2.0,0.29087129157142044,4,4,5,4.0,122
530,531,Decrease Desire,EnglishCucumber_2_2pc.jpg,-2.0,0.2668323489233444,1,4,6,5.0,122
531,532,Decrease Desire,EnglishCucumber_5_0.5cuc.JPG,-2.0,0.2879723747591925,2,3,6,4.0,122
532,533,Decrease Desire,Butternut_3_0.3cup.jpg,-2.0,0.2796901625852115,1,4,6,4.0,122
533,534,Decrease Desire,Cauliflower_6_0.5bag.jpg,-2.0,0.25796368200008146,2,4,5,4.0,122
534,535,Decrease Desire,JuniorMints_4_1box.jpg,-2.0,0.41670361113028775,1,1,1,1.0,122
535,536,Decrease Desire,HoneyNutCheerios_5_2cup.jpg,-2.0,0.1978895611910048,1,1,6,5.0,122
536,537,Decrease Desire,FrootLoops_6_2Cups.jpg,-2.0,0.25059294081893313,2,1,1,1.0,122
537,538,Decrease Desire,Spinach_2_.5c.jpg,-2.0,0.2109934178506592,2,4,6,4.0,122
538,539,Decrease Desire,LaysClassic_4_16Chips.jpg,-2.0,0.02756593909543881,6,4,1,6.0,122
539,540,Decrease Desire,OatBran_2_2T.jpg,-2.0,0.22123542095505397,2,4,1,1.0,122
0,1,Respond Naturally,PureFit_4_2Bars.jpg,1.0,1.248952749196178,4,4,4,4.0,123
1,2,Respond Naturally,ClamJuice_1_1T.jpg,-2.0,0.9845335033296578,1,1,4,2.0,123
2,3,Respond Naturally,Mentos_5_1tube.jpg,1.0,2.454871066911437,3,4,3,4.0,123
3,4,Respond Naturally,AllBranBar_3_1bar.jpg,1.0,0.7985537917556942,3,4,4,4.0,123
4,5,Respond Naturally,Caramilk_5_2bars.jpg,1.0,1.5824202705225616,5,4,1,5.0,123
5,6,Respond Naturally,FibreBrownies_3_2bars.jpg,1.0,0.9279088312341628,4,4,3,4.0,123
6,7,Respond Naturally,FrozenBroccoli_6_0.5bag.jpg,1.0,1.0719076165878505,4,5,5,4.0,123
7,8,Respond Naturally,FrozenPeaches_5_1.5Cups.jpg,1.0,0.7558024665322591,4,4,4,4.0,123
8,9,Respond Naturally,Snickers_2_1Bar.jpg,1.0,1.0081299677240168,4,4,3,4.0,123
9,10,Respond Naturally,Beets_2_5pc.jpg,-2.0,1.220406344429648,3,2,4,2.0,123
10,11,Respond Naturally,FrozenBlueberries_3_1cup.jpg,1.0,1.4826305902442982,5,4,5,5.0,123
11,12,Respond Naturally,Starburst_3_5pieces.jpg,-1.0,1.0068991825264677,3,3,2,3.0,123
12,13,Respond Naturally,LaysClassic_3_8Chips.jpg,1.0,3.204605708253439,4,4,3,5.0,123
13,14,Respond Naturally,Mentos_2_3pc.jpg,-1.0,0.9769381017958948,3,4,3,4.0,123
14,15,Respond Naturally,PCChipCookie_5_4cookie.jpg,1.0,0.9484815041523688,4,4,2,4.0,123
15,16,Focus on Healthiness,Pringles_5_40Chips.jpg,1.0,3.2660369144341534,5,5,2,5.0,123
16,17,Focus on Healthiness,Mackerel_3_4fish.jpg,1.0,2.5877114779486874,5,5,5,5.0,123
17,18,Focus on Healthiness,Raspberries_4_.5c.jpg,1.0,0.9811165562423412,4,5,5,5.0,123
18,19,Focus on Healthiness,Cheetos_6_2c.jpg,1.0,1.776892314421275,5,5,2,5.0,123
19,20,Focus on Healthiness,FrozenPeas_6_0.5bag.jpg,-2.0,1.1489272895887552,2,2,5,2.0,123
20,21,Focus on Healthiness,WaterChestnuts_5_0.5can.jpg,1.0,1.5595545224714442,4,4,4,5.0,123
21,22,Focus on Healthiness,ProMax_4_1bar.jpg,1.0,1.3457223443238036,4,4,4,4.0,123
22,23,Focus on Healthiness,ChipsAhoy_2_.5cookie.jpg,-1.0,1.8998624953219403,4,4,3,4.0,123
23,24,Focus on Healthiness,AlmondMilk_4_1glass.jpg,2.0,1.8446023212418368,5,5,5,5.0,123
24,25,Focus on Healthiness,RiceKrispiesCereal_7_2cups.jpg,1.0,1.2162903273165284,4,5,4,4.0,123
25,26,Focus on Healthiness,ProMax_2_0.25bar.jpg,-1.0,1.742339951593749,3,4,4,4.0,123
26,27,Focus on Healthiness,OatmealSquares_3_2tbsp.jpg,-1.0,1.4483208491928965,4,4,4,4.0,123
27,28,Focus on Healthiness,DriedApricots_5_0.75cup.jpg,1.0,2.79709749090398,3,4,4,4.0,123
28,29,Focus on Healthiness,Almonds_4_40.jpg,1.0,0.9629837859665712,4,4,5,4.0,123
29,30,Focus on Healthiness,KashiBars_4_3bars.jpg,1.0,1.1237978319131798,4,4,4,4.0,123
30,31,Decrease Desire,Onion_4_0.25.jpg,-2.0,0.7482865180063527,2,1,5,1.0,123
31,32,Decrease Desire,CornFlakes_6_2cups.jpg,1.0,2.893280061080077,4,4,4,4.0,123
32,33,Decrease Desire,Orange_5_2orange.jpg,,,4,4,5,4.0,123
33,34,Decrease Desire,SkittlesSour_6_0.5pack.jpg,1.0,0.9623976163184124,5,5,3,5.0,123
34,35,Decrease Desire,FrozenBroccoli_6_0.5bag.jpg,1.0,0.781889866819256,4,5,5,4.0,123
35,36,Decrease Desire,Mars_4_2Bars.jpg,1.0,0.8820898088306421,4,4,2,4.0,123
36,37,Decrease Desire,SevenGrain_1_1.jpg,-1.0,1.0818561962787498,3,4,4,4.0,123
37,38,Decrease Desire,GreenGrapes_1_1.jpg,-1.0,1.6153082080563763,4,4,5,4.0,123
38,39,Decrease Desire,Skittles_6_0.75pack.jpg,1.0,3.4055615411125477,4,4,3,4.0,123
39,40,Decrease Desire,GreenGrapes_4_40.jpg,1.0,0.8081640088985296,5,5,5,5.0,123
40,41,Decrease Desire,Mars_2_0.5Bar.jpg,-1.0,0.7493856765340752,3,4,3,4.0,123
41,42,Decrease Desire,VegetableThins_5_25Chips.jpg,1.0,1.5360110870460633,4,5,4,5.0,123
42,43,Decrease Desire,Onion_2_1ring.jpg,-2.0,0.6748628730820201,1,2,5,1.0,123
43,44,Decrease Desire,BrusselsSprouts_2_3.jpg,-2.0,0.8697192344316136,1,2,5,2.0,123
44,45,Decrease Desire,Smartfood_4_100Chips.jpg,1.0,1.7093285649079917,5,5,3,5.0,123
45,46,Focus on Healthiness,YorkPeppermintPatties_2_3.jpg,-1.0,3.054536300180189,4,4,3,4.0,123
46,47,Focus on Healthiness,FrozenPeas_2_2tbsp.jpg,-2.0,0.9422491751283816,2,2,5,2.0,123
47,48,Focus on Healthiness,GreenApple_4_1.jpg,1.0,1.40739902329733,5,5,5,4.0,123
48,49,Focus on Healthiness,Cheetos_3_10pc.jpg,-1.0,1.3890053847208037,3,5,3,4.0,123
49,50,Focus on Healthiness,RomaineLettuce_4_1head.jpg,-2.0,0.6617139703084831,2,2,5,1.0,123
50,51,Focus on Healthiness,FruitCrisps_1_0.5bar.jpg,-1.0,1.150520154285914,3,4,3,4.0,123
51,52,Focus on Healthiness,CannedArtichoke_5_1can.jpg,-2.0,0.8761357393286744,2,2,5,1.0,123
52,53,Focus on Healthiness,FrozenCorn_4_2cups.jpg,1.0,1.2203364944489294,5,5,5,5.0,123
53,54,Focus on Healthiness,Doritos_5_20chips.jpg,1.0,1.0228611864167758,4,5,3,5.0,123
54,55,Focus on Healthiness,FrootLoops_2_2T.jpg,-1.0,0.915591570903416,4,4,3,4.0,123
55,56,Focus on Healthiness,Pringles_2_3Chips.jpg,-1.0,0.8820727027123212,3,5,2,5.0,123
56,57,Focus on Healthiness,Cheerios_5_2c.jpg,-1.0,1.9956174125454709,4,4,4,4.0,123
57,58,Focus on Healthiness,HoneyNutCheerios_2_2tbsp.jpg,-1.0,0.6355150951512769,4,4,4,4.0,123
58,59,Focus on Healthiness,CannedArtichoke_2_2.jpg,-2.0,0.8068502590285789,2,2,5,1.0,123
59,60,Focus on Healthiness,RiceKrispiesCereal_3_2tbsp.jpg,-1.0,0.9102339347173256,3,4,4,4.0,123
60,61,Decrease Desire,Butternut_3_0.3cup.jpg,-1.0,2.825636768118784,4,4,4,,123
61,62,Decrease Desire,Fritos_2_5chips.jpg,-1.0,0.7287807870925462,3,4,3,5.0,123
62,63,Decrease Desire,BabyFoodSweetPotatos_5_1jar.jpg,-1.0,2.37191608764806,5,4,4,4.0,123
63,64,Decrease Desire,Twizzlers_2_2.jpg,-1.0,0.9658570436022272,3,1,2,3.0,123
64,65,Decrease Desire,FrozenOkra_2_2pc.jpg,-1.0,0.9106644386902191,3,2,4,2.0,123
65,66,Decrease Desire,GoldfishBits_3_0.25Cups.jpg,-1.0,1.4209732982053538,3,4,3,4.0,123
66,67,Decrease Desire,Orange_1_0.25orange.jpg,-1.0,3.8445470114620552,3,4,5,4.0,123
67,68,Decrease Desire,SkittlesSour_3_8pieces.jpg,-1.0,0.5993251066211087,3,4,3,5.0,123
68,69,Decrease Desire,Triscuit_2_2crackers.jpg,-1.0,0.5444310034690716,3,4,4,4.0,123
69,70,Decrease Desire,MangoChunks_5_1cup.jpg,1.0,1.0794735991294149,4,5,5,5.0,123
70,71,Decrease Desire,Cauliflower_6_0.5bag.jpg,1.0,1.1105391648852674,4,4,5,4.0,123
71,72,Decrease Desire,Cauliflower_2_3chunks.jpg,-1.0,0.7767717162878398,3,5,5,5.0,123
72,73,Decrease Desire,GoldfishBits_5_0.75Cups.jpg,1.0,0.9379321611268095,4,4,3,4.0,123
73,74,Decrease Desire,LuckyCharms_6_1cup.jpg,1.0,1.2690210767323151,4,4,4,4.0,123
74,75,Decrease Desire,SevenGrain_3_5.jpg,1.0,1.698506949504008,4,4,4,4.0,123
75,76,Respond Naturally,MnMPlain_5_1bag.jpg,1.0,0.7393278493018443,4,4,3,4.0,123
76,77,Respond Naturally,DriedHerring_1_1fish.jpg,1.0,0.854431496696634,4,5,5,4.0,123
77,78,Respond Naturally,Shreddies_5_2c.jpg,1.0,0.9228605306834652,4,4,4,4.0,123
78,79,Respond Naturally,CheeseNips_2_5nips.jpg,-1.0,0.7511989250506304,4,4,3,4.0,123
79,80,Respond Naturally,CheeseNips_5_1c.jpg,1.0,0.6508709722584172,5,5,3,4.0,123
80,81,Respond Naturally,Beets_5_1can.jpg,-2.0,0.8591767338548381,1,2,5,3.0,123
81,82,Respond Naturally,WelchsFruitSnacks_1_1bag.jpg,-1.0,1.392402374671292,3,4,3,4.0,123
82,83,Respond Naturally,Asparagus_3_7.jpg,1.0,1.2217674212261045,5,5,5,5.0,123
83,84,Respond Naturally,HoneyNutCheerios_2_2tbsp.jpg,-1.0,0.6725521216285415,4,4,4,4.0,123
84,85,Respond Naturally,PCChipCookie_2_0.5cookie.jpg,-1.0,0.5985082894821971,3,4,3,4.0,123
85,86,Respond Naturally,Caramilk_2_2pc.jpg,-1.0,0.6193700557978445,4,5,3,4.0,123
86,87,Respond Naturally,DriedHerring_3_4fish.jpg,1.0,1.4185815777946118,5,5,5,5.0,123
87,88,Respond Naturally,PureFit_2_0.5Bars.jpg,-1.0,0.7741524845077947,4,4,4,4.0,123
88,89,Respond Naturally,Celery_2_1stalk.jpg,-2.0,0.9191311118374871,1,2,5,1.0,123
89,90,Respond Naturally,JuniorMints_2_9pc.jpg,-1.0,1.3592641176092002,3,3,3,4.0,123
90,91,Decrease Desire,Skittles_3_14pieces.jpg,-1.0,0.7384642754404922,4,4,3,5.0,123
91,92,Decrease Desire,CornFlakes_3_2tbsps.jpg,-1.0,0.6237352520311106,3,4,4,4.0,123
92,93,Decrease Desire,RufflesSourCreamOnion_3_5chips.jpg,-1.0,1.2569173577776382,4,4,3,5.0,123
93,94,Decrease Desire,EnglishCucumber_2_2pc.jpg,-2.0,0.8712154495624418,1,1,5,1.0,123
94,95,Decrease Desire,RufflesSourCreamOnion_5_20chips.jpg,1.0,1.0353723160860682,4,5,3,5.0,123
95,96,Decrease Desire,MangoChunks_2_3.jpg,-1.0,0.7911961652644095,4,4,4,5.0,123
96,97,Decrease Desire,PopTartStrawberry_5_3tarts.jpg,-1.0,2.1417142097961914,4,4,2,4.0,123
97,98,Decrease Desire,ClifBar_2_0.5bar.jpg,-1.0,1.0800603389798198,4,4,3,4.0,123
98,99,Decrease Desire,VegetableThins_2_5Chips.jpg,-1.0,0.5590558791300282,3,4,4,4.0,123
99,100,Decrease Desire,IcebergLettuce_4_8leaves.jpg,-2.0,0.6948858694049704,2,1,5,1.0,123
100,101,Decrease Desire,FrozenOkra_5_0.5box.jpg,-2.0,1.131397509976523,2,2,5,2.0,123
101,102,Decrease Desire,PopTartStrawberry_2_0.5tart.jpg,-1.0,0.9501644610700168,4,4,3,4.0,123
102,103,Decrease Desire,FrozenBroccoli_2_3chunks.jpg,-1.0,1.1060194433830477,3,5,5,4.0,123
103,104,Decrease Desire,Tempeh_4_.5pack.jpg,-1.0,1.3267872971100587,5,5,4,4.0,123
104,105,Decrease Desire,Fritos_5_1c.jpg,1.0,0.9875906517354452,5,4,3,5.0,123
105,106,Respond Naturally,Snickers_3_2Bars.jpg,1.0,1.145360378865007,4,5,2,4.0,123
106,107,Respond Naturally,AppleChips_2_3chips.jpg,-1.0,1.2549550009316592,4,4,4,4.0,123
107,108,Respond Naturally,Shreddies_2_1T.jpg,-1.0,0.6181672105940379,4,4,4,4.0,123
108,109,Respond Naturally,Nutella_1_0.5spoon.jpg,-1.0,0.9639653920421551,4,4,3,5.0,123
109,110,Respond Naturally,JuniorMints_4_1box.jpg,-1.0,1.1796501627795806,3,3,3,4.0,123
110,111,Respond Naturally,FrozenBroccoli_2_3chunks.jpg,-1.0,0.8626284633828618,3,5,5,4.0,123
111,112,Respond Naturally,Avocado_2_2pc.jpg,-1.0,1.9309175123034947,4,5,5,5.0,123
112,113,Respond Naturally,Celery_4_0.5bunch.jpg,-2.0,0.6709857714158716,1,2,5,1.0,123
113,114,Respond Naturally,FrozenPeaches_2_3Slices.jpg,-1.0,0.8075236698787194,4,4,5,4.0,123
114,115,Respond Naturally,CoffeeCrisp_1_0.25bar.jpg,-1.0,0.7772880359534611,3,4,3,4.0,123
115,116,Respond Naturally,AppleChips_5_1c..jpg,1.0,1.4155803093744908,5,4,4,4.0,123
116,117,Respond Naturally,Broccoli_1_1pc.jpg,-1.0,0.6757740589710011,3,4,5,4.0,123
117,118,Respond Naturally,FibreBrownies_2_1bar.jpg,-1.0,0.5495254905381444,4,4,3,4.0,123
118,119,Respond Naturally,Asparagus_6_FullPack.jpg,1.0,1.379641210578484,5,5,5,5.0,123
119,120,Respond Naturally,SpeltCakes_5_4.jpg,1.0,1.3308691019883554,5,4,4,4.0,123
120,121,Focus on Healthiness,Smarties_5_3boxes.jpg,-1.0,0.8309787236958073,3,2,2,3.0,123
121,122,Focus on Healthiness,Doritos_2_3chips.jpg,-1.0,0.8187196241688071,4,5,3,5.0,123
122,123,Focus on Healthiness,Aero_3_1bar.jpg,-1.0,0.8836339210902224,4,4,3,4.0,123
123,124,Focus on Healthiness,Prunes_2_3.jpg,-1.0,0.885463135316968,3,4,4,4.0,123
124,125,Focus on Healthiness,AllBranCereal_6_1cup.jpg,-1.0,1.6650753225148949,4,4,4,4.0,123
125,126,Focus on Healthiness,Prunes_5_1c.jpg,-1.0,1.6123363051410706,4,4,4,4.0,123
126,127,Focus on Healthiness,Almonds_2_10.jpg,-1.0,0.5826235482236372,3,5,4,5.0,123
127,128,Focus on Healthiness,HoneyNutCheerios_5_2cup.jpg,-1.0,1.098837439703857,4,4,3,4.0,123
128,129,Focus on Healthiness,OatmealSquares_7_2Cups.jpg,-1.0,1.7577645382752962,4,4,4,4.0,123
129,130,Focus on Healthiness,FrozenCorn_2_0.5cup.jpg,-1.0,1.6140001602270786,4,5,5,5.0,123
130,131,Focus on Healthiness,FruitCrisps_3_2bars.jpg,-1.0,0.8164379531153827,4,4,3,4.0,123
131,132,Focus on Healthiness,RedPepper_5_1pepper.jpg,-2.0,0.9373320214835984,1,1,5,2.0,123
132,133,Focus on Healthiness,YorkPeppermintPatties_4_12.jpg,-1.0,0.9520834824161284,4,4,3,4.0,123
133,134,Focus on Healthiness,AlmondMilk_2_0.25glass.jpg,-1.0,0.9526836220611584,5,4,4,5.0,123
134,135,Focus on Healthiness,ChipsAhoy_4_2cookies.jpg,-1.0,0.6173053473430627,4,4,3,4.0,123
135,136,Focus on Healthiness,Raspberries_5_.5bag.jpg,1.0,1.0511683906297549,4,5,5,4.0,123
136,137,Focus on Healthiness,NatureValleyChocolate_1_0.25bar.jpg,-1.0,0.8913727289127564,4,4,3,4.0,123
137,138,Focus on Healthiness,Mackerel_1_1fish.jpg,-1.0,0.9481165736342518,4,5,5,5.0,123
138,139,Focus on Healthiness,Aero_1_1pc.jpg,-1.0,0.5367115825811197,3,4,2,4.0,123
139,140,Focus on Healthiness,Spinach_2_.5c.jpg,1.0,2.125957194220973,4,5,5,4.0,123
140,141,Focus on Healthiness,RomaineLettuce_2_3leaves.jpg,-2.0,0.6642376929321472,2,1,5,1.0,123
141,142,Focus on Healthiness,AllBranCereal_2_1tbsp.jpg,-1.0,0.6900015024875756,3,4,4,4.0,123
142,143,Focus on Healthiness,WaterChestnuts_3_8pc.jpg,-1.0,1.29022781643107,3,4,4,4.0,123
143,144,Focus on Healthiness,RedPepper_2_2pc.jpg,-2.0,0.7117348255178513,1,2,4,1.0,123
144,145,Focus on Healthiness,DriedApricots_2_2.jpg,-1.0,0.8467671004873409,3,4,4,4.0,123
145,146,Focus on Healthiness,KashiBars_1_0.5bar.jpg,-1.0,0.90514771560629,4,4,4,4.0,123
146,147,Focus on Healthiness,GreenApple_2_1slice.jpg,-1.0,1.3775779276329558,4,5,5,4.0,123
147,148,Focus on Healthiness,Spinach_4_.5box.jpg,1.0,2.385563918862317,4,4,5,4.0,123
148,149,Focus on Healthiness,NatureValleyChocolate_4_2bars.jpg,-1.0,1.5026789606454258,4,4,4,4.0,123
149,150,Focus on Healthiness,FrootLoops_6_2Cups.jpg,-1.0,0.9851168219574902,4,4,3,4.0,123
150,151,Respond Naturally,SpeltCakes_2_0.5.jpg,-1.0,2.014105990077951,4,4,4,5.0,123
151,152,Respond Naturally,Avocado_5_1avacado.jpg,1.0,1.1548770825629615,5,5,5,5.0,123
152,153,Respond Naturally,LaysClassic_4_16Chips.jpg,1.0,0.9286395475774044,4,5,2,5.0,123
153,154,Respond Naturally,WelchsFruitSnacks_3_4bags.jpg,-1.0,0.6255838531924383,4,4,3,4.0,123
154,155,Respond Naturally,HoneyNutCheerios_5_2cup.jpg,-1.0,0.7684772447300929,4,4,3,4.0,123
155,156,Respond Naturally,GreenPepper_6_1pepper.jpg,-2.0,0.6879992313643015,1,2,5,2.0,123
156,157,Respond Naturally,OatBran_4_1bowl.jpg,1.0,2.408004009674187,5,4,5,4.0,123
157,158,Respond Naturally,Nutella_4_3spoons.jpg,1.0,1.0389147080404657,5,5,3,5.0,123
158,159,Respond Naturally,MnMPlain_3_1tbsp.jpg,-1.0,0.6574451385422435,4,4,3,5.0,123
159,160,Respond Naturally,Broccoli_4_1.5c.jpg,1.0,1.033899194215337,4,4,5,4.0,123
160,161,Respond Naturally,GreenPepper_2_2pc.jpg,-2.0,0.5868065643007867,1,2,5,1.0,123
161,162,Respond Naturally,CoffeeCrisp_3_1Bars.jpg,-1.0,0.9081013719969632,3,4,3,4.0,123
162,163,Respond Naturally,AllBranBar_1_.25bar.jpg,-1.0,0.5477230758970109,3,4,4,4.0,123
163,164,Respond Naturally,FrozenBlueberries_1_1tbsp.jpg,-1.0,0.9682040030020288,4,4,5,5.0,123
164,165,Respond Naturally,OatBran_2_2T.jpg,-1.0,0.8415121010111761,3,4,4,4.0,123
165,166,Decrease Desire,Triscuit_5_30crackers.jpg,1.0,0.9060628929237282,4,4,5,4.0,123
166,167,Decrease Desire,Twizzlers_4_8.jpg,-1.0,0.5906260753690731,2,1,2,3.0,123
167,168,Decrease Desire,BabyFoodCarrots_3_2Tbsp.jpg,-1.0,0.6224451656253223,4,4,4,4.0,123
168,169,Decrease Desire,Tempeh_2_1Tbsp.jpg,-1.0,0.5669631822165684,4,4,4,4.0,123
169,170,Decrease Desire,RaisinBran_3_2tbsp.jpg,-1.0,0.6101199224394804,3,4,4,4.0,123
170,171,Decrease Desire,RaisinBran_7_2cup.jpg,-1.0,1.0884383454158524,4,4,4,4.0,123
171,172,Decrease Desire,Butternut_7_2cups.jpg,1.0,1.030080538454058,5,5,5,5.0,123
172,173,Decrease Desire,LuckyCharms_3_2tbsps.jpg,-1.0,0.6376502237908426,4,4,3,4.0,123
173,174,Decrease Desire,BabyFoodCarrots_5_1jar.jpg,-1.0,1.0243554058324662,4,4,4,4.0,123
174,175,Decrease Desire,EnglishCucumber_5_0.5cuc.JPG,-2.0,0.6058975622927392,1,2,5,1.0,123
175,176,Decrease Desire,BrusselsSprouts_4_1Box.jpg,-2.0,0.7895363016068586,2,1,5,2.0,123
176,177,Decrease Desire,ClifBar_4_2bars.jpg,-1.0,1.047355722010252,4,4,3,4.0,123
177,178,Decrease Desire,Smartfood_2_8Chips.jpg,-1.0,0.7196201757524251,3,4,3,4.0,123
178,179,Decrease Desire,GreenBeans_2_9beans.jpg,-1.0,1.0541237576326241,4,2,5,4.0,123
179,180,Decrease Desire,GreenBeans_4_.5pck.jpg,-1.0,1.4141305658667989,4,4,5,4.0,123
180,181,Focus on Healthiness,FrozenPeas_6_0.5bag.jpg,-2.0,1.0812523503100238,2,2,5,2.0,123
181,182,Focus on Healthiness,Spinach_2_.5c.jpg,-1.0,1.1934214431457804,4,5,5,4.0,123
182,183,Focus on Healthiness,KashiBars_1_0.5bar.jpg,-1.0,0.6677190730661096,4,4,4,4.0,123
183,184,Focus on Healthiness,RedPepper_5_1pepper.jpg,-2.0,0.6287447787144629,1,1,5,2.0,123
184,185,Focus on Healthiness,AllBranCereal_2_1tbsp.jpg,-1.0,0.592666265052685,3,4,4,4.0,123
185,186,Focus on Healthiness,RedPepper_2_2pc.jpg,-2.0,0.5462850215699291,1,2,4,1.0,123
186,187,Focus on Healthiness,AlmondMilk_4_1glass.jpg,2.0,0.7901623855286743,5,5,5,5.0,123
187,188,Focus on Healthiness,Pringles_2_3Chips.jpg,-1.0,1.0478882924871868,3,5,2,5.0,123
188,189,Focus on Healthiness,FrootLoops_2_2T.jpg,-1.0,0.5749491734459298,4,4,3,4.0,123
189,190,Focus on Healthiness,GreenApple_4_1.jpg,1.0,0.9040349626247915,5,5,5,4.0,123
190,191,Focus on Healthiness,NatureValleyChocolate_4_2bars.jpg,-1.0,0.6744588835917966,4,4,4,4.0,123
191,192,Focus on Healthiness,ProMax_4_1bar.jpg,-1.0,0.5841243249851686,4,4,4,4.0,123
192,193,Focus on Healthiness,AlmondMilk_2_0.25glass.jpg,-1.0,0.7639854632216156,5,4,4,5.0,123
193,194,Focus on Healthiness,FruitCrisps_1_0.5bar.jpg,-1.0,0.6624136105401703,3,4,3,4.0,123
194,195,Focus on Healthiness,Almonds_2_10.jpg,-1.0,0.5133862501606927,3,5,4,5.0,123
195,196,Decrease Desire,MangoChunks_2_3.jpg,-1.0,0.8506193982811965,4,4,4,5.0,123
196,197,Decrease Desire,Triscuit_2_2crackers.jpg,-1.0,0.6214926399497926,3,4,4,4.0,123
197,198,Decrease Desire,Mars_4_2Bars.jpg,-1.0,0.4549528911775269,4,4,2,4.0,123
198,199,Decrease Desire,SkittlesSour_6_0.5pack.jpg,-1.0,0.531191153171676,5,5,3,5.0,123
199,200,Decrease Desire,GreenBeans_4_.5pck.jpg,-1.0,0.9377174793462472,4,4,5,4.0,123
200,201,Decrease Desire,FrozenOkra_5_0.5box.jpg,-2.0,0.8919266820375924,2,2,5,2.0,123
201,202,Decrease Desire,GoldfishBits_5_0.75Cups.jpg,1.0,1.0249236140534776,4,4,3,4.0,123
202,203,Decrease Desire,CornFlakes_3_2tbsps.jpg,-1.0,0.6041641423271358,3,4,4,4.0,123
203,204,Decrease Desire,FrozenBroccoli_6_0.5bag.jpg,-1.0,2.129760454476127,4,5,5,4.0,123
204,205,Decrease Desire,GreenGrapes_1_1.jpg,-1.0,0.9261833941218356,4,4,5,4.0,123
205,206,Decrease Desire,Twizzlers_4_8.jpg,-2.0,1.0705670136467234,2,1,2,3.0,123
206,207,Decrease Desire,Smartfood_2_8Chips.jpg,-1.0,0.6215986978822912,3,4,3,4.0,123
207,208,Decrease Desire,IcebergLettuce_4_8leaves.jpg,-2.0,0.6352941411259962,2,1,5,1.0,123
208,209,Decrease Desire,RaisinBran_7_2cup.jpg,-1.0,0.8076228853624343,4,4,4,4.0,123
209,210,Decrease Desire,EnglishCucumber_2_2pc.jpg,-2.0,0.6372294132852403,1,1,5,1.0,123
210,211,Respond Naturally,AllBranBar_1_.25bar.jpg,-1.0,0.9885922149478574,3,4,4,4.0,123
211,212,Respond Naturally,PureFit_2_0.5Bars.jpg,-1.0,0.6474041323253914,4,4,4,4.0,123
212,213,Respond Naturally,Starburst_3_5pieces.jpg,-1.0,0.5786988345316786,3,3,2,3.0,123
213,214,Respond Naturally,Snickers_3_2Bars.jpg,1.0,0.902690991946656,4,5,2,4.0,123
214,215,Respond Naturally,PCChipCookie_5_4cookie.jpg,1.0,1.1568927534772229,4,4,2,4.0,123
215,216,Respond Naturally,FrozenPeaches_5_1.5Cups.jpg,1.0,0.7904283856641996,4,4,4,4.0,123
216,217,Respond Naturally,OatBran_2_2T.jpg,-1.0,0.7469349400143983,3,4,4,4.0,123
217,218,Respond Naturally,Celery_4_0.5bunch.jpg,-2.0,0.7393104580824001,1,2,5,1.0,123
218,219,Respond Naturally,Nutella_1_0.5spoon.jpg,-1.0,0.8147912041476957,4,4,3,5.0,123
219,220,Respond Naturally,CoffeeCrisp_1_0.25bar.jpg,-1.0,0.5584699945866305,3,4,3,4.0,123
